Temp,Humd,Label
25.0,44.0,1
25.0,44.0,1
26.0,44.0,1
26.0,43.0,1
26.0,43.0,1
26.0,43.0,1
26.0,43.0,1
26.0,42.0,1
26.0,42.0,1
26.0,42.0,1
26.0,42.0,1
26.0,41.0,1
26.0,41.0,1
26.0,41.0,1
26.0,40.0,1
26.0,40.0,1
26.0,40.0,1
26.0,40.0,1
